id,flag,telephonenumber,basepackage,productname,productid,subscriptiondate,createddate,price,promotion,category,testfield1
385,,2345891017,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
386,,2345891070,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
387,,2345891034,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
388,,2345891032,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
389,,2345891062,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
390,,2345891033,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
391,,2345891072,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
392,,2345891071,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
393,,2345891021,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
394,,2345891024,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
395,,2345891050,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
396,,2345891058,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
397,,2345891076,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
398,,2345891081,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
399,,2345891075,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
400,,2345891077,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
401,,2345891082,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
402,,2345891085,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
403,,2345891083,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
404,,2345891079,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
405,,2345891080,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
406,,2345891073,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
407,,2345891078,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
408,,2345891086,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
409,,2345891084,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
410,,2345891091,Base Pack,Pro1,PROD001,28102021130303,28102021130303,300,,,
411,,2345891089,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
412,,2345891087,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
413,,2345891094,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
414,,2345891093,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
415,,2345891088,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
416,,2345891090,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
417,,2345891097,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
418,,2345891092,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
419,,2345891095,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
420,,2345891100,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
421,,2345891099,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
422,,2345891101,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
423,,2345891098,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
424,,2345891096,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
425,,2345891108,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
426,,2345891105,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
427,,2345891104,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
428,,2345891110,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
429,,2345891103,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
430,,2345891113,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
431,,2345891114,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
432,,2345891107,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
433,,2345891109,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
434,,2345891115,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
435,,2345891106,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
436,,2345891102,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
437,,2345891111,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
438,,2345891116,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
439,,2345891112,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
440,,2345891123,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
441,,2345891121,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
442,,2345891122,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
443,,2345891120,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
444,,2345891117,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
445,,2345891126,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
446,,2345891119,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
447,,2345891129,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
448,,2345891118,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
449,,2345891125,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
450,,2345891124,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
451,,2345891133,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
452,,2345891127,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
453,,2345891132,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
454,,2345891131,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
455,,2345891130,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
456,,2345891128,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
457,,2345891135,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
458,,2345891139,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
459,,2345891136,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
460,,2345891134,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
461,,2345891144,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
462,,2345891137,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
463,,2345891138,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
464,,2345891141,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
465,,2345891140,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
466,,2345891145,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
467,,2345891143,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
468,,2345891148,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
469,,2345891142,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
470,,2345891146,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
471,,2345891149,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
472,,2345891147,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
473,,2345891151,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
474,,2345891150,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
475,,2345891152,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
476,,2345891154,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
477,,2345891155,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
478,,2345891158,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
479,,2345891156,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
480,,2345891153,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
481,,2345891157,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
482,,2345891159,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
483,,2345891161,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
484,,2345891160,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
485,,2345891163,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
486,,2345891165,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
487,,2345891162,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
488,,2345891164,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
489,,2345891170,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
490,,2345891166,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
491,,2345891173,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
492,,2345891168,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
493,,2345891174,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
494,,2345891171,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
495,,2345891167,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
496,,2345891169,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
497,,2345891172,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
498,,2345891176,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
499,,2345891175,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
500,,2345891177,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
501,,2345891178,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
502,,2345891179,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
503,,2345891180,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
504,,2345891182,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
505,,2345891181,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
506,,2345891183,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
507,,2345891184,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
508,,2345891188,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
509,,2345891186,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
510,,2345891190,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
511,,2345891185,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
512,,2345891187,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
513,,2345891189,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
514,,2345891194,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
515,,2345891191,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
516,,2345891192,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
517,,2345891193,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
518,,2345891196,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
519,,2345891197,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
520,,2345891195,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
521,,2345891198,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
522,,2345891199,Base Pack,Pro1,PROD001,28102021130304,28102021130304,300,,,
