id,flag,telephonenumber,basepackage,productname,productid,subscriptiondate,createddate,price,promotion,category,testfield1
869,,2345891047,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
870,,2345891046,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
871,,2345891048,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
872,,2345891050,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
873,,2345891049,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
874,,2345891051,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
875,,2345891052,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
876,,2345891054,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
877,,2345891053,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
878,,2345891055,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
879,,2345891058,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
880,,2345891057,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
881,,2345891056,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
882,,2345891059,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
883,,2345891060,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
884,,2345891061,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
885,,2345891064,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
886,,2345891063,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
887,,2345891062,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
888,,2345891065,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
889,,2345891068,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
890,,2345891066,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
891,,2345891070,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
892,,2345891067,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
893,,2345891069,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
894,,2345891073,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
895,,2345891071,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
896,,2345891072,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
897,,2345891074,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
898,,2345891075,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
899,,2345891076,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
900,,2345891078,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
901,,2345891079,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
902,,2345891077,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
903,,2345891080,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
904,,2345891081,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
905,,2345891082,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
906,,2345891083,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
907,,2345891084,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
908,,2345891086,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
909,,2345891085,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
910,,2345891092,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
911,,2345891087,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
912,,2345891088,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
913,,2345891089,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
914,,2345891090,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
915,,2345891093,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
916,,2345891091,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
917,,2345891095,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
918,,2345891094,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
919,,2345891097,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
920,,2345891096,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
921,,2345891098,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
922,,2345891099,Base Pack,Pro1,PROD001,09112021155407,09112021155407,300,,,
