id,flag,telephonenumber,basepackage,productname,productid,subscriptiondate,createddate,price,promotion,category,testfield1
170,,2345891070,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
171,,2345891013,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
172,,2345891041,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
173,,2345891061,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
174,,2345891037,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
175,,2345891022,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
176,,2345891005,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
177,,2345891067,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
178,,2345891048,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
179,,2345891068,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
180,,2345891017,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
181,,2345891049,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
182,,2345891056,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
183,,2345891009,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
184,,2345891052,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
185,,2345891002,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
186,,2345891040,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
187,,2345891069,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
188,,2345891028,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
189,,2345891072,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
190,,2345891059,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
191,,2345891008,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
192,,2345891064,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
193,,2345891020,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
194,,2345891074,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
195,,2345891050,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
196,,2345891071,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
197,,2345891073,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
198,,2345891076,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
199,,2345891075,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
200,,2345891082,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
201,,2345891079,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
202,,2345891078,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
203,,2345891077,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
204,,2345891081,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
205,,2345891080,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
206,,2345891083,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
207,,2345891085,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
208,,2345891084,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
209,,2345891087,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
210,,2345891089,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
211,,2345891092,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
212,,2345891090,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
213,,2345891091,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
214,,2345891086,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
215,,2345891088,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
216,,2345891094,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
217,,2345891097,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
218,,2345891093,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
219,,2345891098,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
220,,2345891095,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
221,,2345891096,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
222,,2345891101,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
223,,2345891099,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
224,,2345891105,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
225,,2345891100,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
226,,2345891104,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
227,,2345891106,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
228,,2345891102,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
229,,2345891103,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
230,,2345891107,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
231,,2345891112,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
232,,2345891109,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
233,,2345891110,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
234,,2345891111,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
235,,2345891108,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
236,,2345891113,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
237,,2345891119,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
238,,2345891120,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
239,,2345891117,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
240,,2345891115,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
241,,2345891116,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
242,,2345891118,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
243,,2345891114,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
244,,2345891121,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
245,,2345891125,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
246,,2345891127,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
247,,2345891123,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
248,,2345891122,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
249,,2345891124,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
250,,2345891128,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
251,,2345891130,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
252,,2345891126,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
253,,2345891129,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
254,,2345891132,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
255,,2345891131,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
256,,2345891137,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
257,,2345891136,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
258,,2345891135,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
259,,2345891133,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
260,,2345891134,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
261,,2345891138,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
262,,2345891141,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
263,,2345891143,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
264,,2345891140,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
265,,2345891142,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
266,,2345891139,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
267,,2345891145,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
268,,2345891147,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
269,,2345891144,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
270,,2345891146,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
271,,2345891149,Base Pack,Pro1,PROD001,28102021125640,28102021125640,300,,,
272,,2345891152,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
273,,2345891150,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
274,,2345891148,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
275,,2345891151,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
276,,2345891153,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
277,,2345891154,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
278,,2345891155,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
279,,2345891159,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
280,,2345891157,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
281,,2345891161,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
282,,2345891156,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
283,,2345891160,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
284,,2345891162,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
285,,2345891158,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
286,,2345891163,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
287,,2345891165,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
288,,2345891164,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
289,,2345891166,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
290,,2345891168,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
291,,2345891170,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
292,,2345891169,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
293,,2345891175,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
294,,2345891167,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
295,,2345891172,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
296,,2345891171,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
297,,2345891174,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
298,,2345891173,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
299,,2345891177,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
300,,2345891176,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
301,,2345891178,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
302,,2345891187,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
303,,2345891183,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
304,,2345891179,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
305,,2345891182,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
306,,2345891180,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
307,,2345891184,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
308,,2345891181,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
309,,2345891190,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
310,,2345891189,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
311,,2345891185,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
312,,2345891188,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
313,,2345891186,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
314,,2345891193,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
315,,2345891191,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
316,,2345891192,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
317,,2345891196,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
318,,2345891195,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
319,,2345891197,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
320,,2345891199,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
321,,2345891194,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
322,,2345891198,Base Pack,Pro1,PROD001,28102021125641,28102021125641,300,,,
